Customer_ID,Customer_Name,Market,Recommendation1,Recommendation2,Recommendation3,Recommendation4,Recommendation5
AG-10495,Andrew Gjertsen,EU,"Canon Personal Copier, High-Speed","Eldon File Cart, Single Width","Motorola Audio Dock, VoIP","Ibico Hole Reinforcements, Durable","Binney & Smith Canvas, Easy-Erase"
AG-10495,Andrew Gjertsen,LATAM,"Bush Classic Bookcase, Traditional","Stockwell Clamps, Assorted Sizes","Smead Removable Labels, Laser Printer Compatible","Cardinal Binder, Recycled","Acme Trimmer, Serrated"
AG-10495,Andrew Gjertsen,US,Revere Boxed Rubber Bands by Revere,"Bevis Oval Conference Table, Walnut",GBC Recycled VeloBinder Covers,Xerox 1959,White Computer Printout Paper by Universal
AG-10525,Andy Gerbode,APAC,"Ibico Binder Covers, Recycled","SAFCO Steel Folding Chair, Red","Harbour Creations Steel Folding Chair, Set of Two","Fiskars Scissors, Steel","Cameo Business Envelopes, Set of 50"
AG-10525,Andy Gerbode,EU,"Canon Personal Copier, High-Speed","Motorola Audio Dock, VoIP","Binney & Smith Canvas, Easy-Erase","Eldon File Cart, Single Width","Cardinal Binder Covers, Economy"
AG-10525,Andy Gerbode,LATAM,"Fellowes Trays, Industrial","Stockwell Paper Clips, Bulk Pack","Enermax Memo Slips, Premium","Rogers Folders, Blue","Hon Bag Chairs, Set of Two"
AG-10525,Andy Gerbode,US,Xerox 1959,Staples,Logitech Illuminated - Keyboard,GBC Recycled VeloBinder Covers,Xerox 1964
AG-10675,Anna Gayman,APAC,"SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Eldon Lockers, Blue","SanDisk Mouse, Programmable","Ibico Binder Covers, Recycled"
AG-10675,Anna Gayman,EU,"Rogers Shelving, Wire Frame","Acco 3-Hole Punch, Durable","Rogers Trays, Industrial","Belkin Numeric Keypad, Bluetooth","Binney & Smith Canvas, Easy-Erase"
AG-10675,Anna Gayman,LATAM,"Office Star Chairmat, Adjustable","Avery 3-Hole Punch, Economy","Deflect-O Light Bulb, Black","Stockwell Clamps, Assorted Sizes","Accos Paper Clips, Metal"
AG-10675,Anna Gayman,US,Fellowes PB200 Plastic Comb Binding Machine,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Mophie Juice Pack Helium for iPhone,Hon Non-Folding Utility Tables,Xerox 1959
AG-10765,Anthony Garverick,APAC,"SAFCO Steel Folding Chair, Red","Acme Trimmer, Serrated","Eldon Lockers, Blue","Harbour Creations Swivel Stool, Red","Tenex Box, Industrial"
AG-10765,Anthony Garverick,EU,"BIC Canvas, Blue","Okidata Inkjet, White","Xerox Note Cards, Premium","Binney & Smith Canvas, Easy-Erase","Enermax Note Cards, 8.5 x 11"
AG-10765,Anthony Garverick,LATAM,"SanDisk Router, Bluetooth","Accos Paper Clips, Metal","Stockwell Paper Clips, Bulk Pack","Kleencut Ruler, Serrated","Cardinal Binder, Recycled"
AG-10765,Anthony Garverick,US,Staples,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Hon Every-Day Series Multi-Task Chairs,Binder Clips by OIC,Xerox 209
AG-10900,Arthur Gainer,APAC,"Deflect-O Door Stop, Erganomic","SAFCO Steel Folding Chair, Red","Avery 3-Hole Punch, Recycled","Cisco Headset, with Caller ID","Tenex Box, Industrial"
AG-10900,Arthur Gainer,EU,"BIC Canvas, Water Color","Rogers Shelving, Wire Frame","Canon Personal Copier, High-Speed","Ibico Hole Reinforcements, Economy","Acco 3-Hole Punch, Durable"
AG-10900,Arthur Gainer,LATAM,"Samsung Smart Phone, Cordless","Stockwell Clamps, Assorted Sizes","Accos Paper Clips, Metal","Stockwell Paper Clips, Bulk Pack","Deflect-O Light Bulb, Black"
AG-10900,Arthur Gainer,US,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Revere Boxed Rubber Bands by Revere,Kensington Orbit Wireless Mobile Trackball for PC and Mac,GBC Recycled VeloBinder Covers,"Bevis Oval Conference Table, Walnut"
AG-270,Alejandro Grove,Africa,"Ibico Binder, Recycled","Hamilton Beach Stove, Silver","Ames Interoffice Envelope, Recycled","StarTech Card Printer, Wireless","Stanley Pencil Sharpener, Water Color"
AG-270,Alejandro Grove,Canada,"Harbour Creations Bag Chairs, Red","Apple Speaker Phone, with Caller ID","Fellowes File Cart, Industrial","Binney & Smith Pencil Sharpener, Easy-Erase","Harbour Creations Legal Exhibit Labels, 5000 Label Set"
AG-270,Alejandro Grove,EMEA,"Eldon Stacking Tray, Durable","Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Belkin Keyboard, Erganomic","Stanley Pens, Blue"
AG-300,Aleksandra Gannaway,Africa,"Stanley Pencil Sharpener, Water Color","Boston Markers, Easy-Erase","StarTech Card Printer, Wireless","Nokia Speaker Phone, Cordless","Safco 3-Shelf Cabinet, Pine"
AG-300,Aleksandra Gannaway,EMEA,"Eldon Photo Frame, Erganomic","Konica Phone, Durable","Rogers Trays, Wire Frame","Smead Folders, Blue","Acco Binder Covers, Clear"
AG-330,Alex Grayson,Africa,"Kleencut Box Cutter, High Speed","SanDisk Router, Bluetooth","Nokia Speaker Phone, Cordless","Cuisinart Toaster, White","Enermax Numeric Keypad, Bluetooth"
AG-330,Alex Grayson,EMEA,"Stanley Highlighters, Blue","Smead Box, Single Width","SanDisk Keyboard, Programmable","Stanley Sketch Pad, Fluorescent","Sanford Markers, Blue"
AG-390,Allen Goldenen,Africa,"Panasonic Receipt Printer, Wireless","Stiletto Ruler, Easy Grip","Eaton Computer Printout Paper, 8.5 x 11","Harbour Creations Chairmat, Adjustable","Office Star Swivel Stool, Set of Two"
AG-390,Allen Goldenen,EMEA,"Rogers Trays, Wire Frame","SAFCO Chairmat, Adjustable","Acco Binder Covers, Clear","Stanley Pens, Blue","SanDisk Keyboard, Programmable"
AG-495,Andrew Gjertsen,Africa,"Deflect-O Clock, Duo Pack","Avery Shipping Labels, Laser Printer Compatible","Boston Markers, Easy-Erase","Smead Lockers, Industrial","Stanley Pencil Sharpener, Water Color"
AG-495,Andrew Gjertsen,Canada,"Stockwell Staples, Metal","Belkin Mouse, Bluetooth","Safco Classic Bookcase, Pine","Harbour Creations Legal Exhibit Labels, 5000 Label Set","Avery Legal Exhibit Labels, 5000 Label Set"
AG-495,Andrew Gjertsen,EMEA,"Advantus Door Stop, Erganomic","Rogers Trays, Wire Frame","SAFCO Executive Leather Armchair, Adjustable","SanDisk Flash Drive, Bluetooth","BIC Markers, Easy-Erase"
AG-525,Andy Gerbode,Africa,"Panasonic Receipt Printer, Wireless","Stiletto Ruler, Easy Grip","Eaton Computer Printout Paper, 8.5 x 11","Harbour Creations Chairmat, Adjustable","Office Star Swivel Stool, Set of Two"
AG-525,Andy Gerbode,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Stanley Sketch Pad, Easy-Erase","SanDisk Keyboard, Programmable","Belkin Keyboard, Erganomic"
AG-675,Anna Gayman,Africa,"Stiletto Ruler, Easy Grip","Eaton Computer Printout Paper, 8.5 x 11","Cardinal Index Tab, Durable","Ibico Binding Machine, Recycled","GlobeWeis Clasp Envelope, Recycled"
AG-675,Anna Gayman,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Stanley Sketch Pad, Easy-Erase","SanDisk Keyboard, Programmable","Belkin Keyboard, Erganomic"
AG-765,Anthony Garverick,Africa,"Binney & Smith Pencil Sharpener, Water Color","Stiletto Ruler, Easy Grip","Eaton Computer Printout Paper, 8.5 x 11","Wilson Jones 3-Hole Punch, Durable","Cardinal Index Tab, Clear"
AG-765,Anthony Garverick,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Stanley Sketch Pad, Easy-Erase","SanDisk Keyboard, Programmable","Motorola Smart Phone, Cordless"
AG-900,Arthur Gainer,Africa,"Wilson Jones Binder, Economy","Eaton Message Books, Recycled","Harbour Creations Chairmat, Black","Binney & Smith Pens, Easy-Erase","Rogers Folders, Single Width"
AH-10030,Aaron Hawkins,APAC,"Ibico Binder Covers, Recycled","SAFCO Steel Folding Chair, Red","Harbour Creations Removable Labels, Adjustable","Kleencut Ruler, High Speed","Fiskars Scissors, Steel"
AH-10030,Aaron Hawkins,EU,"Canon Personal Copier, High-Speed","Eldon File Cart, Single Width","Ibico Hole Reinforcements, Durable","Motorola Audio Dock, VoIP","Logitech Keyboard, Programmable"
AH-10030,Aaron Hawkins,LATAM,"SanDisk Router, Bluetooth","Stockwell Paper Clips, Bulk Pack","Stockwell Clamps, Assorted Sizes","Accos Paper Clips, Metal","Fiskars Trimmer, Easy Grip"
AH-10030,Aaron Hawkins,US,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White","Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Mophie Juice Pack Helium for iPhone,Fellowes PB200 Plastic Comb Binding Machine,9-3/4 Diameter Round Wall Clock
AH-10075,Adam Hart,APAC,"Kraft Business Envelopes, Set of 50","Enermax Mouse, Bluetooth","Novimex Chairmat, Set of Two","Cardinal 3-Hole Punch, Durable","Wilson Jones Binder, Durable"
AH-10075,Adam Hart,EU,"Canon Personal Copier, High-Speed","Eldon File Cart, Single Width","Motorola Audio Dock, VoIP","Ibico Hole Reinforcements, Durable","Ibico Hole Reinforcements, Recycled"
AH-10075,Adam Hart,LATAM,"Enermax Note Cards, Premium","Hon Rocking Chair, Adjustable","Avery Index Tab, Clear","Hon Round Labels, Adjustable","Stockwell Paper Clips, Bulk Pack"
AH-10075,Adam Hart,US,Revere Boxed Rubber Bands by Revere,DAX Cubicle Frames - 8x10,"Acco Six-Outlet Power Strip, 4' Cord Length",White Computer Printout Paper by Universal,Xerox 1959
AH-10120,Adrian Hane,APAC,"Motorola Speaker Phone, Cordless","Sharp Personal Copier, Laser","Breville Blender, Black","Xerox Computer Printout Paper, Recycled","Novimex Swivel Stool, Black"
AH-10120,Adrian Hane,EU,"Accos Staples, Metal","Canon Personal Copier, High-Speed","Motorola Audio Dock, VoIP","Tenex Lockers, Industrial","Hon File Folder Labels, 5000 Label Set"
AH-10120,Adrian Hane,LATAM,"Stockwell Clamps, Assorted Sizes","Deflect-O Light Bulb, Black","Accos Paper Clips, Metal","Stockwell Paper Clips, Bulk Pack","Cardinal Binder, Recycled"
AH-10120,Adrian Hane,US,Xerox 1988,Revere Boxed Rubber Bands by Revere,Stockwell Push Pins,Staples,Xerox 1959
AH-10195,Alan Haines,APAC,"Logitech Flash Drive, USB","Harbour Creations Rocking Chair, Set of Two","SAFCO Steel Folding Chair, Red","Avery 3-Hole Punch, Recycled","Tenex Box, Industrial"
AH-10195,Alan Haines,EU,"Canon Personal Copier, High-Speed","Ibico Hole Reinforcements, Durable","Motorola Audio Dock, VoIP","Cardinal Binder Covers, Economy","Logitech Keyboard, Programmable"
AH-10195,Alan Haines,LATAM,"Avery Binder Covers, Recycled","Bush Classic Bookcase, Traditional","Stanley Sketch Pad, Fluorescent","Accos Paper Clips, Metal","Stockwell Paper Clips, Bulk Pack"
AH-10195,Alan Haines,US,GBC Ibimaster 500 Manual ProClick Binding System,Revere Boxed Rubber Bands by Revere,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,"Bevis Oval Conference Table, Walnut",Xerox 1959
AH-10210,Alan Hwang,APAC,"Enermax Mouse, Bluetooth","BIC Pens, Water Color","Rubbermaid Stacking Tray, Durable","Novimex Chairmat, Set of Two","Wilson Jones Binder, Durable"
AH-10210,Alan Hwang,EU,"Canon Personal Copier, High-Speed","Motorola Audio Dock, VoIP","Logitech Mouse, Bluetooth","Ibico Hole Reinforcements, Durable","Eldon File Cart, Single Width"
AH-10210,Alan Hwang,LATAM,"Nokia Signal Booster, VoIP","Accos Paper Clips, Metal","Dania Corner Shelving, Mobile","OIC Paper Clips, Assorted Sizes","Deflect-O Light Bulb, Black"
AH-10210,Alan Hwang,US,Fellowes PB200 Plastic Comb Binding Machine,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Hon Non-Folding Utility Tables,GBC Recycled VeloBinder Covers,Xerox 1959
AH-10465,Amy Hunt,APAC,"Ikea Library with Doors, Traditional","SAFCO Steel Folding Chair, Red","Eldon Lockers, Blue","Canon Ink, Laser","Ibico Binder Covers, Recycled"
AH-10465,Amy Hunt,EU,"Memorex Router, Bluetooth","Canon Fax and Copier, Laser","Smead Box, Single Width","Boston Markers, Water Color","Harbour Creations Legal Exhibit Labels, Alphabetical"
AH-10465,Amy Hunt,LATAM,"Binney & Smith Markers, Blue","Stockwell Paper Clips, Bulk Pack","Ames Mailers, Recycled","Deflect-O Light Bulb, Black","Accos Paper Clips, Metal"
AH-10465,Amy Hunt,US,Staples,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Xerox 1959,"Sanford Colorific Colored Pencils, 12/Box","6"" Cubicle Wall Clock, Black"
AH-10585,Angele Hood,APAC,"Wilson Jones Index Tab, Recycled","Deflect-O Door Stop, Erganomic","SAFCO Steel Folding Chair, Red","Kraft Business Envelopes, Set of 50","Avery Index Tab, Clear"
AH-10585,Angele Hood,EU,"Canon Personal Copier, High-Speed","Tenex Lockers, Industrial","Rogers File Cart, Industrial","Hon Rocking Chair, Black","Motorola Audio Dock, VoIP"
AH-10585,Angele Hood,LATAM,"Fiskars Trimmer, Easy Grip","Smead Round Labels, Adjustable","Motorola Signal Booster, Cordless","Cameo Business Envelopes, Security-Tint","Memorex Keyboard, USB"
AH-10585,Angele Hood,US,Revere Boxed Rubber Bands by Revere,"Global Push Button Manager's Chair, Indigo",GBC Recycled VeloBinder Covers,Prang Colored Pencils,White Computer Printout Paper by Universal
AH-10690,Anna Häberlin,APAC,"Rubbermaid Stacking Tray, Black","Harbour Creations Rocking Chair, Set of Two","SAFCO Steel Folding Chair, Red","Enermax Mouse, Bluetooth","Tenex Photo Frame, Duo Pack"
AH-10690,Anna Häberlin,EU,"Canon Personal Copier, High-Speed","Eldon File Cart, Single Width","Motorola Audio Dock, VoIP","Ibico Hole Reinforcements, Durable","Binney & Smith Canvas, Easy-Erase"
AH-10690,Anna Häberlin,LATAM,"Enermax Memo Slips, 8.5 x 11","Lesro Training Table, Adjustable Height","Belkin Router, Erganomic","Belkin Memory Card, Erganomic","Memorex Memory Card, USB"
AH-10690,Anna Häberlin,US,Mophie Juice Pack Helium for iPhone,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White","Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Fellowes PB200 Plastic Comb Binding Machine,HP Office Paper (20Lb. and 87 Bright)
AH-120,Adrian Hane,Africa,"Accos Clamps, Assorted Sizes","Wilson Jones Binder, Economy","Ibico Binder, Recycled","Hamilton Beach Stove, Silver","Memorex Flash Drive, Erganomic"
AH-120,Adrian Hane,EMEA,"Harbour Creations Legal Exhibit Labels, Adjustable","Stanley Sketch Pad, Fluorescent","Ibico Binder, Clear","Tenex Trays, Single Width","Stockwell Push Pins, Bulk Pack"
AH-195,Alan Haines,Africa,"Avery Removable Labels, Alphabetical","Stanley Pencil Sharpener, Water Color","Cardinal Binding Machine, Clear","Boston Markers, Easy-Erase","StarTech Card Printer, Wireless"
AH-195,Alan Haines,Canada,"Harbour Creations Bag Chairs, Red","Apple Speaker Phone, with Caller ID","Fellowes File Cart, Industrial","Binney & Smith Pencil Sharpener, Easy-Erase","Harbour Creations Legal Exhibit Labels, 5000 Label Set"
AH-195,Alan Haines,EMEA,"Rogers Trays, Wire Frame","Jiffy Manila Envelope, with clear poly window","Acco Binder Covers, Clear","Belkin Keyboard, Erganomic","Stiletto Trimmer, Steel"
AH-210,Alan Hwang,Africa,"Eaton Message Books, Recycled","Harbour Creations Chairmat, Black","Binney & Smith Pens, Easy-Erase","Okidata Receipt Printer, Wireless","Nokia Speaker Phone, Cordless"
AH-210,Alan Hwang,EMEA,"Memorex Router, Bluetooth","Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Stanley Sketch Pad, Easy-Erase","Avery Hole Reinforcements, Recycled"
AH-30,Aaron Hawkins,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Ibico Binder, Recycled","Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless"
AH-30,Aaron Hawkins,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Avery Hole Reinforcements, Recycled","Stiletto Trimmer, Steel","Stanley Sketch Pad, Fluorescent"
AH-465,Amy Hunt,Africa,"Harbour Creations Steel Folding Chair, Adjustable","Wilson Jones Binder, Economy","Boston Markers, Easy-Erase","Enermax Numeric Keypad, Bluetooth","Enermax Mouse, USB"
AH-465,Amy Hunt,EMEA,"Stanley Sketch Pad, Fluorescent","Avery Index Tab, Clear","Deflect-O Light Bulb, Erganomic","Wilson Jones Binding Machine, Economy","Cardinal Binder Covers, Durable"
AH-585,Angele Hood,Africa,"Stiletto Ruler, Easy Grip","Eaton Computer Printout Paper, 8.5 x 11","Novimex Legal Exhibit Labels, Laser Printer Compatible","GlobeWeis Clasp Envelope, Recycled","Hon Color Coded Labels, Laser Printer Compatible"
AH-585,Angele Hood,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Avery Hole Reinforcements, Recycled","SanDisk Cards & Envelopes, Multicolor","SanDisk Keyboard, Programmable"
AH-690,Anna Häberlin,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Ibico Binder, Recycled","Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless"
AH-690,Anna Häberlin,EMEA,"SanDisk Mouse, Bluetooth","Wilson Jones Index Tab, Durable","Belkin Flash Drive, Programmable","Bush Library with Doors, Traditional","Cisco Speaker Phone, with Caller ID"
AH-75,Adam Hart,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Ibico Binder, Recycled","Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless"
AH-75,Adam Hart,Canada,"Stockwell Staples, Metal","Belkin Mouse, Bluetooth","Safco Classic Bookcase, Pine","Harbour Creations Legal Exhibit Labels, 5000 Label Set","Avery Legal Exhibit Labels, 5000 Label Set"
AH-75,Adam Hart,EMEA,"Sanford Sketch Pad, Fluorescent","Eldon Photo Frame, Erganomic","Konica Phone, Durable","Rogers Trays, Wire Frame","Avery Binder, Clear"
AI-10855,Arianne Irving,APAC,"Office Star Bag Chairs, Red","Elite Shears, Serrated","Eldon Clock, Black","Hon Round Labels, Laser Printer Compatible","Rubbermaid Light Bulb, Durable"
AI-10855,Arianne Irving,EU,"Canon Personal Copier, High-Speed","Tenex Lockers, Industrial","Motorola Audio Dock, VoIP","Binney & Smith Canvas, Easy-Erase","Eldon File Cart, Single Width"
AI-10855,Arianne Irving,LATAM,"Office Star Executive Leather Armchair, Red","HP Ink, Color","Stanley Canvas, Fluorescent","Enermax Flash Drive, USB","Stanley Sketch Pad, Easy-Erase"
AI-10855,Arianne Irving,US,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White","Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Mophie Juice Pack Helium for iPhone,9-3/4 Diameter Round Wall Clock,Fellowes PB200 Plastic Comb Binding Machine
AI-855,Arianne Irving,Africa,"Nokia Speaker Phone, Cordless","SAFCO Executive Leather Armchair, Black","Konica Inkjet, Durable","Samsung Speaker Phone, with Caller ID","Rogers Lockers, Blue"
AI-855,Arianne Irving,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Stanley Sketch Pad, Easy-Erase","SanDisk Keyboard, Programmable","Motorola Smart Phone, Cordless"
AJ-10780,Anthony Jacobs,APAC,"Kraft Business Envelopes, Set of 50","SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Cardinal 3-Hole Punch, Durable","Harbour Creations Chairmat, Red"
AJ-10780,Anthony Jacobs,EU,"Canon Personal Copier, High-Speed","Cardinal Binder Covers, Economy","Eldon File Cart, Single Width","Ibico Hole Reinforcements, Durable","Motorola Audio Dock, VoIP"
AJ-10780,Anthony Jacobs,LATAM,"Office Star Bag Chairs, Adjustable","Avery Index Tab, Clear","Eldon Shelving, Industrial","Hon Round Labels, Adjustable","Accos Paper Clips, Metal"
AJ-10780,Anthony Jacobs,US,Revere Boxed Rubber Bands by Revere,White Computer Printout Paper by Universal,"Bevis Oval Conference Table, Walnut",Xerox 1959,GBC Recycled VeloBinder Covers
AJ-10795,Anthony Johnson,APAC,"Wilson Jones Index Tab, Recycled","SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Kraft Business Envelopes, Set of 50","Avery Index Tab, Clear"
AJ-10795,Anthony Johnson,EU,"Eldon File Cart, Single Width","Canon Personal Copier, High-Speed","Ibico Binder, Clear","Motorola Audio Dock, VoIP","Binney & Smith Canvas, Easy-Erase"
AJ-10795,Anthony Johnson,LATAM,"Stockwell Paper Clips, Bulk Pack","GlobeWeis Clasp Envelope, Recycled","Enermax Numeric Keypad, Bluetooth","Accos Paper Clips, Metal","Advantus Thumb Tacks, Assorted Sizes"
AJ-10795,Anthony Johnson,US,Fellowes PB200 Plastic Comb Binding Machine,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Hon Non-Folding Utility Tables,Xerox 1959,Mitel MiVoice 5330e IP Phone
AJ-10945,Ashley Jarboe,APAC,"SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Eldon Lockers, Blue","Fiskars Scissors, Steel","Ibico Binder Covers, Recycled"
AJ-10945,Ashley Jarboe,EU,"Canon Personal Copier, High-Speed","Eldon File Cart, Single Width","Motorola Audio Dock, VoIP","Cameo Manila Envelope, Security-Tint","Binney & Smith Highlighters, Fluorescent"
